"","Count","LBA","LF","DIST_YEAR","DIST_TYPE","TYPE_CONFIDENCE","SEVERITY","SOURCE1","SOURCE2","SOURCE3","SOURCE4","DESCRIPTION","DIST_GROUP","DIST_FIRE","hectares"
"385",5950,1,34,2012,"Wildfire","High","High","RAVG",NA,NA,NA,"RAVG mapped wildfire.","Wildfire","Disturbance-Fire",535.5
"386",115881,1,991,2012,"Prescribed Fire","High","Low","Refresh Events",NA,NA,NA,"Within Prescribed Fire Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low.","Prescribed Fire","Disturbance-Fire",10429.29
"387",180058,1,491,2012,"Prescribed Fire","High","Low","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Prescribed Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.","Prescribed Fire","Disturbance-Fire",16205.22
"388",32434,9999,463,2012,"Other Mechanical","High","High","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Other Mechanical Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.","Mechanical","Disturbance-Not Fire",2919.06
"389",26869,9999,761,2012,"Other Mechanical","Medium","Low","Refresh Events","dNBR",NA,NA,"Other Mechanical causality likely, but could be other causality type than assigned (MIICA pixels within Development Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Mechanical","Disturbance-Not Fire",2418.21
"390",3929,9999,763,2012,"Other Mechanical","Medium","High","Refresh Events","dNBR",NA,NA,"Other Mechanical causality likely, but could be other causality type than assigned (MIICA pixels within Development Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Mechanical","Disturbance-Not Fire",353.61
"391",5982,9999,792,2012,"Prescribed Fire","Medium","Medium","Refresh Events","dNBR",NA,NA,"Prescribed Fire causality likely, but could be other causality type than assigned (MIICA pixels within Prescribed Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Prescribed Fire","Disturbance-Fire",538.38
"392",3785,9999,742,2012,"Thinning","Medium","Medium","Refresh Events","dNBR",NA,NA,"Thinning causality likely, but could be other causality type than assigned (MIICA pixels within Thinning Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Thinning","Disturbance-Not Fire",340.65
"393",7188,9999,731,2012,"Harvest","Medium","Low","Refresh Events","dNBR",NA,NA,"Harvest causality likely, but could be other causality type than assigned (MIICA pixels within Harvest Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Harvest","Disturbance-Not Fire",646.92
"394",19420,9999,432,2012,"Harvest","High","Medium","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Harvest Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.","Harvest","Disturbance-Not Fire",1747.8
"395",8024,9999,433,2012,"Harvest","High","High","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Harvest Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.","Harvest","Disturbance-Not Fire",722.16
"396",67122,9999,921,2012,"Clearcut","High","Low","Refresh Events",NA,NA,NA,"Within Clearcut Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low.","Harvest","Disturbance-Not Fire",6040.98
"397",49876,9999,421,2012,"Clearcut","High","Low","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Clearcut Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.","Harvest","Disturbance-Not Fire",4488.84
"398",10103,9999,422,2012,"Clearcut","High","Medium","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Clearcut Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.","Harvest","Disturbance-Not Fire",909.27
"399",12471,9999,423,2012,"Clearcut","High","High","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Clearcut Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.","Harvest","Disturbance-Not Fire",1122.39
"400",4736,9999,115,2012,"Wildfire","High","Increased Green","Decision Tree Modeled","MTBS",NA,NA,"MTBS gap (value = 6) filled with See5 output.","Wildfire","Disturbance-Fire",426.24
"401",505,1,16,2012,"Wildfire","High",NA,"MTBS",NA,NA,NA,"MTBS mapped water body or other non-mappable land cover type located inside of a fire perimeter.","Wildfire","Disturbance-Fire",45.45
"402",7628,9999,16,2012,"Wildfire","High",NA,"MTBS",NA,NA,NA,"MTBS mapped water body or other non-mappable land cover type located inside of a fire perimeter.","Wildfire","Disturbance-Fire",686.52
"403",128189,1,473,2012,"Wildfire","High","High","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Wildfire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.","Wildfire","Disturbance-Fire",11537.01
"404",97898,1,472,2012,"Wildfire","High","Medium","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Wildfire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.","Wildfire","Disturbance-Fire",8810.82
"405",761,9999,453,2012,"Mastication","High","High","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Mastication Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.","Mechanical","Disturbance-Not Fire",68.49
"406",498,9999,752,2012,"Mastication","Medium","Medium","Refresh Events","dNBR",NA,NA,"Mastication causality likely, but could be other causality type than assigned (MIICA pixels within Mastication Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Mechanical","Disturbance-Not Fire",44.82
"407",159,9999,753,2012,"Mastication","Medium","High","Refresh Events","dNBR",NA,NA,"Mastication causality likely, but could be other causality type than assigned (MIICA pixels within Mastication Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Mechanical","Disturbance-Not Fire",14.31
"408",6626,9999,831,2012,"Chemical","Low","Low","Refresh Events","MIICA","dNBR",NA,"Chemical causality likely, but could be other causality type than assigned (MIICA pixels within Chemical Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Biological/Chemical","Disturbance-Not Fire",596.34
"409",2050,9999,832,2012,"Chemical","Low","Medium","Refresh Events","MIICA","dNBR",NA,"Chemical causality likely, but could be other causality type than assigned (MIICA pixels within Chemical Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Biological/Chemical","Disturbance-Not Fire",184.5
"410",1329,9999,533,2012,"Chemical","Medium","High","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Chemical Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.","Biological/Chemical","Disturbance-Not Fire",119.61
"411",1117,9999,833,2012,"Chemical","Low","High","Refresh Events","MIICA","dNBR",NA,"Chemical causality likely, but could be other causality type than assigned (MIICA pixels within Chemical Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Biological/Chemical","Disturbance-Not Fire",100.53
"412",43456,1,492,2012,"Prescribed Fire","High","Medium","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Prescribed Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.","Prescribed Fire","Disturbance-Fire",3911.04
"413",6190,1,961,2012,"Other Mechanical","High","Low","Refresh Events",NA,NA,NA,"Within Other Mechanical Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low.","Mechanical","Disturbance-Not Fire",557.1
"414",12901,1,461,2012,"Other Mechanical","High","Low","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Other Mechanical Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.","Mechanical","Disturbance-Not Fire",1161.09
"415",2366,1,462,2012,"Other Mechanical","High","Medium","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Other Mechanical Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.","Mechanical","Disturbance-Not Fire",212.94
"416",1519,1,463,2012,"Other Mechanical","High","High","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Other Mechanical Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.","Mechanical","Disturbance-Not Fire",136.71
"417",4401,1,1071,2012,"Herbicide","Medium","Low","Refresh Events",NA,NA,NA,"Within Herbicide Refresh Event perimeter, but no change detected by MIICA. dNBR severity typically not used due to low confidence for disturbance type.  Severity default of low.","Biological/Chemical","Disturbance-Not Fire",396.09
"418",478,1,571,2012,"Herbicide","Medium","Low","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Herbicide Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.","Biological/Chemical","Disturbance-Not Fire",43.02
"419",2954,1,791,2012,"Prescribed Fire","Medium","Low","Refresh Events","dNBR",NA,NA,"Prescribed Fire causality likely, but could be other causality type than assigned (MIICA pixels within Prescribed Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Prescribed Fire","Disturbance-Fire",265.86
"420",4231,9999,581,2012,"Biological","Medium","Low","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Biological Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.","Biological/Chemical","Disturbance-Not Fire",380.79
"421",829,9999,583,2012,"Biological","Medium","High","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Biological Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.","Biological/Chemical","Disturbance-Not Fire",74.61
"422",24601,1,1001,2012,"Wildland Fire","High","Low","Refresh Events",NA,NA,NA,"Within Wildland Fire Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low.","Wildfire","Disturbance-Fire",2214.09
"423",29181,9999,801,2012,"Wildland Fire","Medium","Low","Refresh Events","dNBR",NA,NA,"Wildland Fire causality likely, but could be other causality type than assigned (MIICA pixels within Wildland Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Wildfire","Disturbance-Fire",2626.29
"424",98002,1,701,2012,"Unknown","N/A","Low","MIICA","PAD","dNBR",NA,"MIICA identified disturbance.  Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).  Severity determined by dNBR standard deviation breakpoints.","Unknown","Disturbance-Not Fire",8820.18
"425",12568,1,702,2012,"Unknown","N/A","Medium","MIICA","PAD","dNBR",NA,"MIICA identified disturbance.  Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).  Severity determined by dNBR standard deviation breakpoints.","Unknown","Disturbance-Not Fire",1131.12
"426",12300,1,703,2012,"Unknown","N/A","High","MIICA","PAD","dNBR",NA,"MIICA identified disturbance.  Anthropogenic causality likely, but unknown (outside Refresh Event 500m buffer, PAD GAP Status equals 3 or 4).  Severity determined by dNBR standard deviation breakpoints.","Unknown","Disturbance-Not Fire",1107
"427",1630,9999,732,2012,"Harvest","Medium","Medium","Refresh Events","dNBR",NA,NA,"Harvest causality likely, but could be other causality type than assigned (MIICA pixels within Harvest Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Harvest","Disturbance-Not Fire",146.7
"428",798,9999,233,2012,"Wildfire","High","Medium","Focal Majority","RAVG",NA,NA,"RAVG origin, MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output.","Wildfire","Disturbance-Fire",71.82
"429",37469,1,493,2012,"Prescribed Fire","High","High","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Prescribed Fire Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.","Prescribed Fire","Disturbance-Fire",3372.21
"430",5081,9999,793,2012,"Prescribed Fire","Medium","High","Refresh Events","dNBR",NA,NA,"Prescribed Fire causality likely, but could be other causality type than assigned (MIICA pixels within Prescribed Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Prescribed Fire","Disturbance-Fire",457.29
"431",825,1,232,2012,"Wildfire","High","Low","Focal Majority","RAVG",NA,NA,"RAVG origin, MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output.","Wildfire","Disturbance-Fire",74.25
"432",776,1,234,2012,"Wildfire","High","High","Focal Majority","RAVG",NA,NA,"RAVG origin, MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output.","Wildfire","Disturbance-Fire",69.84
"433",8009,1,231,2012,"Wildfire","High","Unburned/Low","Focal Majority","RAVG",NA,NA,"RAVG origin, MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output.","Wildfire","Disturbance-Fire",720.81
"434",315,1,233,2012,"Wildfire","High","Medium","Focal Majority","RAVG",NA,NA,"RAVG origin, MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output.","Wildfire","Disturbance-Fire",28.35
"435",11539,1,771,2012,"Wildfire","Medium","Low","Refresh Events","dNBR",NA,NA,"Wildfire causality likely, but could be other causality type than assigned (MIICA pixels within Wildfire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Wildfire","Disturbance-Fire",1038.51
"436",493196,9999,212,2012,"Wildfire","High","Low","Focal Majority","MTBS",NA,NA,"MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output.","Wildfire","Disturbance-Fire",44387.64
"437",397552,1,212,2012,"Wildfire","High","Low","Focal Majority","MTBS",NA,NA,"MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output.","Wildfire","Disturbance-Fire",35779.68
"438",21328,1,213,2012,"Wildfire","High","Medium","Focal Majority","MTBS",NA,NA,"MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output.","Wildfire","Disturbance-Fire",1919.52
"439",108997,9999,211,2012,"Wildfire","High","Unburned/Low","Focal Majority","MTBS",NA,NA,"MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output.","Wildfire","Disturbance-Fire",9809.73
"440",32958,1,211,2012,"Wildfire","High","Unburned/Low","Focal Majority","MTBS",NA,NA,"MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output.","Wildfire","Disturbance-Fire",2966.22
"441",10355,9999,213,2012,"Wildfire","High","Medium","Focal Majority","MTBS",NA,NA,"MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output.","Wildfire","Disturbance-Fire",931.95
"442",2989,1,1031,2012,"Chemical","Medium","Low","Refresh Events",NA,NA,NA,"Within Chemical Refresh Event perimeter, but no change detected by MIICA. dNBR severity typically not used due to low confidence for disturbance type.  Severity default of low.","Biological/Chemical","Disturbance-Not Fire",269.01
"443",174,1,831,2012,"Chemical","Low","Low","Refresh Events","MIICA","dNBR",NA,"Chemical causality likely, but could be other causality type than assigned (MIICA pixels within Chemical Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Biological/Chemical","Disturbance-Not Fire",15.66
"444",73,1,832,2012,"Chemical","Low","Medium","Refresh Events","MIICA","dNBR",NA,"Chemical causality likely, but could be other causality type than assigned (MIICA pixels within Chemical Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Biological/Chemical","Disturbance-Not Fire",6.57
"445",858,1,115,2012,"Wildfire","High","Increased Green","Decision Tree Modeled","MTBS",NA,NA,"MTBS gap (value = 6) filled with See5 output.","Wildfire","Disturbance-Fire",77.22
"446",3623,9999,215,2012,"Wildfire","High","Increased Green","Focal Majority","MTBS",NA,NA,"MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output.","Wildfire","Disturbance-Fire",326.07
"447",3844,1,801,2012,"Wildland Fire","Medium","Low","Refresh Events","dNBR",NA,NA,"Wildland Fire causality likely, but could be other causality type than assigned (MIICA pixels within Wildland Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Wildfire","Disturbance-Fire",345.96
"448",2324,9999,802,2012,"Wildland Fire","Medium","Medium","Refresh Events","dNBR",NA,NA,"Wildland Fire causality likely, but could be other causality type than assigned (MIICA pixels within Wildland Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Wildfire","Disturbance-Fire",209.16
"449",2335,1,772,2012,"Wildfire","Medium","Medium","Refresh Events","dNBR",NA,NA,"Wildfire causality likely, but could be other causality type than assigned (MIICA pixels within Wildfire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Wildfire","Disturbance-Fire",210.15
"450",397,1,215,2012,"Wildfire","High","Increased Green","Focal Majority","MTBS",NA,NA,"MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output.","Wildfire","Disturbance-Fire",35.73
"451",169746,9999,1041,2012,"Insects","Medium","Low","Refresh Events",NA,NA,NA,"Within Insects Refresh Event perimeter, but no change detected by MIICA. dNBR severity typically not used due to low confidence for disturbance type.  Severity default of low.","Insects/Disease","Disturbance-Not Fire",15277.14
"452",1246,1,793,2012,"Prescribed Fire","Medium","High","Refresh Events","dNBR",NA,NA,"Prescribed Fire causality likely, but could be other causality type than assigned (MIICA pixels within Prescribed Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Prescribed Fire","Disturbance-Fire",112.14
"453",2804,1,773,2012,"Wildfire","Medium","High","Refresh Events","dNBR",NA,NA,"Wildfire causality likely, but could be other causality type than assigned (MIICA pixels within Wildfire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Wildfire","Disturbance-Fire",252.36
"454",244,9999,881,2012,"Biological","Low","Low","Refresh Events","MIICA","dNBR",NA,"Biological causality likely, but could be other causality type than assigned (MIICA pixels within Biological Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Biological/Chemical","Disturbance-Not Fire",21.96
"455",47,9999,882,2012,"Biological","Low","Medium","Refresh Events","MIICA","dNBR",NA,"Biological causality likely, but could be other causality type than assigned (MIICA pixels within Biological Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Biological/Chemical","Disturbance-Not Fire",4.23
"456",7,9999,883,2012,"Biological","Low","High","Refresh Events","MIICA","dNBR",NA,"Biological causality likely, but could be other causality type than assigned (MIICA pixels within Biological Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Biological/Chemical","Disturbance-Not Fire",0.63
"457",14358,9999,1051,2012,"Disease","Medium","Low","Refresh Events",NA,NA,NA,"Within Disease Refresh Event perimeter, but no change detected by MIICA. dNBR severity typically not used due to low confidence for disturbance type.  Severity default of low.","Insects/Disease","Disturbance-Not Fire",1292.22
"458",5526,9999,551,2012,"Disease","Medium","Low","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Disease Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.","Insects/Disease","Disturbance-Not Fire",497.34
"459",4266,9999,721,2012,"Clearcut","Medium","Low","Refresh Events","dNBR",NA,NA,"Clearcut causality likely, but could be other causality type than assigned (MIICA pixels within Clearcut Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Harvest","Disturbance-Not Fire",383.94
"460",1535,9999,541,2012,"Insects","Medium","Low","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Insects Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.","Insects/Disease","Disturbance-Not Fire",138.15
"461",10339,9999,841,2012,"Insects","Low","Low","Refresh Events","MIICA","dNBR",NA,"Insects causality likely, but could be other causality type than assigned (MIICA pixels within Insects Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Insects/Disease","Disturbance-Not Fire",930.51
"462",916,9999,843,2012,"Insects","Low","High","Refresh Events","MIICA","dNBR",NA,"Insects causality likely, but could be other causality type than assigned (MIICA pixels within Insects Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Insects/Disease","Disturbance-Not Fire",82.44
"463",312842,9999,21,2012,"Wildfire","High","Unburned/Low","BARC",NA,NA,NA,"BARC mapped wildfire.","Wildfire","Disturbance-Fire",28155.78
"464",33662,1,21,2012,"Wildfire","High","Unburned/Low","BARC",NA,NA,NA,"BARC mapped wildfire.","Wildfire","Disturbance-Fire",3029.58
"465",84775,9999,22,2012,"Wildfire","High","Low","BARC",NA,NA,NA,"BARC mapped wildfire.","Wildfire","Disturbance-Fire",7629.75
"466",48105,1,22,2012,"Wildfire","High","Low","BARC",NA,NA,NA,"BARC mapped wildfire.","Wildfire","Disturbance-Fire",4329.45
"467",21832,1,23,2012,"Wildfire","High","Medium","BARC",NA,NA,NA,"BARC mapped wildfire.","Wildfire","Disturbance-Fire",1964.88
"468",13358,9999,23,2012,"Wildfire","High","Medium","BARC",NA,NA,NA,"BARC mapped wildfire.","Wildfire","Disturbance-Fire",1202.22
"469",756,1,803,2012,"Wildland Fire","Medium","High","Refresh Events","dNBR",NA,NA,"Wildland Fire causality likely, but could be other causality type than assigned (MIICA pixels within Wildland Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Wildfire","Disturbance-Fire",68.04
"470",460,1,802,2012,"Wildland Fire","Medium","Medium","Refresh Events","dNBR",NA,NA,"Wildland Fire causality likely, but could be other causality type than assigned (MIICA pixels within Wildland Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Wildfire","Disturbance-Fire",41.4
"471",37,1,533,2012,"Chemical","Medium","High","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Chemical Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.","Biological/Chemical","Disturbance-Not Fire",3.33
"472",9,1,532,2012,"Chemical","Medium","Medium","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Chemical Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.","Biological/Chemical","Disturbance-Not Fire",0.81
"473",842,1,792,2012,"Prescribed Fire","Medium","Medium","Refresh Events","dNBR",NA,NA,"Prescribed Fire causality likely, but could be other causality type than assigned (MIICA pixels within Prescribed Fire Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Prescribed Fire","Disturbance-Fire",75.78
"474",1057,1,603,2012,"Unknown","N/A","High","MIICA","PAD","dNBR",NA,"MIICA identified disturbance.  Anthropogenic causality not expected, most likely fire related (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).   Severity determined by dNBR standard deviation breakpoints.","Unknown","Disturbance-Not Fire",95.13
"475",1733,1,602,2012,"Unknown","N/A","Medium","MIICA","PAD","dNBR",NA,"MIICA identified disturbance.  Anthropogenic causality not expected, most likely fire related (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).   Severity determined by dNBR standard deviation breakpoints.","Unknown","Disturbance-Not Fire",155.97
"476",12777,1,601,2012,"Unknown","N/A","Low","MIICA","PAD","dNBR",NA,"MIICA identified disturbance.  Anthropogenic causality not expected, most likely fire related (outside Refresh Event 500m buffer, PAD GAP Status equals 1 or 2).   Severity determined by dNBR standard deviation breakpoints.","Unknown","Disturbance-Not Fire",1149.93
"477",445,9999,542,2012,"Insects","Medium","Medium","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Insects Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.","Insects/Disease","Disturbance-Not Fire",40.05
"478",120,9999,543,2012,"Insects","Medium","High","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Insects Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.","Insects/Disease","Disturbance-Not Fire",10.8
"479",2808,9999,842,2012,"Insects","Low","Medium","Refresh Events","MIICA","dNBR",NA,"Insects causality likely, but could be other causality type than assigned (MIICA pixels within Insects Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Insects/Disease","Disturbance-Not Fire",252.72
"480",1222,9999,24,2012,"Wildfire","High","High","BARC",NA,NA,NA,"BARC mapped wildfire.","Wildfire","Disturbance-Fire",109.98
"481",297,1,572,2012,"Herbicide","Medium","Medium","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Herbicide Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.","Biological/Chemical","Disturbance-Not Fire",26.73
"482",643,9999,214,2012,"Wildfire","High","High","Focal Majority","MTBS",NA,NA,"MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output.","Wildfire","Disturbance-Fire",57.87
"483",1339,1,761,2012,"Other Mechanical","Medium","Low","Refresh Events","dNBR",NA,NA,"Other Mechanical causality likely, but could be other causality type than assigned (MIICA pixels within Development Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Mechanical","Disturbance-Not Fire",120.51
"484",513,1,833,2012,"Chemical","Low","High","Refresh Events","MIICA","dNBR",NA,"Chemical causality likely, but could be other causality type than assigned (MIICA pixels within Chemical Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Biological/Chemical","Disturbance-Not Fire",46.17
"485",1355,1,941,2012,"Thinning","High","Low","Refresh Events",NA,NA,NA,"Within Thinning Refresh Event perimeter, but no change detected by MIICA or dNBR. Severity default of low.","Thinning","Disturbance-Not Fire",121.95
"486",4942,1,441,2012,"Thinning","High","Low","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Thinning Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.","Thinning","Disturbance-Not Fire",444.78
"487",3561,1,24,2012,"Wildfire","High","High","BARC",NA,NA,NA,"BARC mapped wildfire.","Wildfire","Disturbance-Fire",320.49
"488",96,1,741,2012,"Thinning","Medium","Low","Refresh Events","dNBR",NA,NA,"Thinning causality likely, but could be other causality type than assigned (MIICA pixels within Thinning Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Thinning","Disturbance-Not Fire",8.64
"489",9,1,742,2012,"Thinning","Medium","Medium","Refresh Events","dNBR",NA,NA,"Thinning causality likely, but could be other causality type than assigned (MIICA pixels within Thinning Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Thinning","Disturbance-Not Fire",0.81
"490",1994,1,214,2012,"Wildfire","High","High","Focal Majority","MTBS",NA,NA,"MTBS gap (value = 6) filled with 12x12 matrix focal majority filtered output.","Wildfire","Disturbance-Fire",179.46
"491",516,1,573,2012,"Herbicide","Medium","High","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Herbicide Refresh Event perimeter (lower confidence in delineation).  Severity determined by dNBR standard deviation breakpoints.","Biological/Chemical","Disturbance-Not Fire",46.44
"492",1466,9999,733,2012,"Harvest","Medium","High","Refresh Events","dNBR",NA,NA,"Harvest causality likely, but could be other causality type than assigned (MIICA pixels within Harvest Refresh Event 500 m buffer).  Severity determined by dNBR standard deviation breakpoints.","Harvest","Disturbance-Not Fire",131.94
"493",100,9999,1021,2012,"Insecticide","Medium","Low","Refresh Events",NA,NA,NA,"Within Insecticide Refresh Event perimeter, but no change detected by MIICA. dNBR severity typically not used due to low confidence for disturbance type.  Severity default of low.","Biological/Chemical","Disturbance-Not Fire",9
"494",1209,9999,911,2012,"Development","High","Low","Refresh Events",NA,NA,NA,"Within Development Refresh Event perimeter, but no change detected by (MIICA or dNBR. Severity default of low.","Development","Disturbance-Not Fire",108.81
"495",668,9999,411,2012,"Development","High","Low","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Development Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.","Development","Disturbance-Not Fire",60.12
"496",70,9999,412,2012,"Development","High","Medium","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Development Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.","Development","Disturbance-Not Fire",6.3
"497",166,9999,413,2012,"Development","High","High","Refresh Events","MIICA","dNBR",NA,"MIICA identified disturbance within Development Refresh Event perimeter.  Severity determined by dNBR standard deviation breakpoints.","Development","Disturbance-Not Fire",14.94
