"","Count","LBA","LF","DIST_YEAR","DIST_TYPE","TYPE_CONFIDENCE","SEVERITY","SOURCE1","SOURCE2","SOURCE3","SOURCE4","DESCRIPTION","DIST_GROUP","DIST_FIRE","hectares"
"1321",142,9999,483,2015,"Wildland Fire Use","High","High","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildland Fire Use LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",12.78
"1322",201,9999,482,2015,"Wildland Fire Use","High","Medium","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildland Fire Use LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",18.09
"1323",730,9999,981,2015,"Wildland Fire Use","High","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Wildland Fire Use LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.","Wildfire","Disturbance-Fire",65.7
"1324",19,9999,781,2015,"Wildland Fire Use","Medium","Low","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Wildland Fire Use causality likely, but could be other causality type than assigned (Image-based change detection pixels within Wildland Fire Use LANDFIRE Events Geodatabase 500 m buffer).","Wildfire","Disturbance-Fire",1.71
"1325",3,1,481,2015,"Wildland Fire Use","High","Low","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildland Fire Use LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",0.27
"1326",1,1,981,2015,"Wildland Fire Use","High","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Wildland Fire Use LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.","Wildfire","Disturbance-Fire",0.09
"1327",23,1,483,2015,"Wildland Fire Use","High","High","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildland Fire Use LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",2.07
"1328",3,1,482,2015,"Wildland Fire Use","High","Medium","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildland Fire Use LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",0.27
"1329",15,9999,782,2015,"Wildland Fire Use","Medium","Medium","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Wildland Fire Use causality likely, but could be other causality type than assigned (Image-based change detection pixels within Wildland Fire Use LANDFIRE Events Geodatabase 500 m buffer).","Wildfire","Disturbance-Fire",1.35
"1330",274,9999,533,2015,"Chemical","Medium","High","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Chemical LANDFIRE Events Geodatabase polygon.","Biological/Chemical","Disturbance-Not Fire",24.66
"1331",681,9999,532,2015,"Chemical","Medium","Medium","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Chemical LANDFIRE Events Geodatabase polygon.","Biological/Chemical","Disturbance-Not Fire",61.29
"1332",130,9999,832,2015,"Chemical","Low","Medium","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Chemical causality likely, but could be other causality type than assigned (Image-based change detection pixels within Chemical LANDFIRE Events Geodatabase 500 m buffer).","Biological/Chemical","Disturbance-Not Fire",11.7
"1333",38,9999,833,2015,"Chemical","Low","High","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Chemical causality likely, but could be other causality type than assigned (Image-based change detection pixels within Chemical LANDFIRE Events Geodatabase 500 m buffer).","Biological/Chemical","Disturbance-Not Fire",3.42
"1334",367,1,751,2015,"Mastication","Medium","Low","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Mastication causality likely, but could be other causality type than assigned (Image-based change detection pixels within Mastication LANDFIRE Events Geodatabase 500 m buffer).","Mechanical","Disturbance-Not Fire",33.03
"1335",16,1,1031,2015,"Chemical","Medium","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Chemical LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.","Biological/Chemical","Disturbance-Not Fire",1.44
"1336",11,9999,582,2015,"Biological","Medium","Medium","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Biological LANDFIRE Events Geodatabase polygon.","Biological/Chemical","Disturbance-Not Fire",0.99
"1337",2,9999,583,2015,"Biological","Medium","High","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Biological LANDFIRE Events Geodatabase polygon.","Biological/Chemical","Disturbance-Not Fire",0.18
"1338",1,9999,543,2015,"Insects","Medium","High","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Insects LANDFIRE Events Geodatabase polygon.","Insects/Disease","Disturbance-Not Fire",0.09
"1339",1,9999,542,2015,"Insects","Medium","Medium","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Insects LANDFIRE Events Geodatabase polygon.","Insects/Disease","Disturbance-Not Fire",0.09
"1340",1,1,1041,2015,"Insects","Medium","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Insects LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.","Insects/Disease","Disturbance-Not Fire",0.09
"1341",4967,9999,211,2015,"Fire","High","Unburned/Low","Focal Majority","MTBS",NA,NA,"MTBS gap (value = 6) filled with 13x13 focal majority matrix.","Wildfire","Disturbance-Fire",447.03
"1342",3218,1,211,2015,"Fire","High","Unburned/Low","Focal Majority","MTBS",NA,NA,"MTBS gap (value = 6) filled with 13x13 focal majority matrix.","Wildfire","Disturbance-Fire",289.62
"1343",15609,1,212,2015,"Fire","High","Low","Focal Majority","MTBS",NA,NA,"MTBS gap (value = 6) filled with 13x13 focal majority matrix.","Wildfire","Disturbance-Fire",1404.81
"1344",12981,9999,212,2015,"Fire","High","Low","Focal Majority","MTBS",NA,NA,"MTBS gap (value = 6) filled with 13x13 focal majority matrix.","Wildfire","Disturbance-Fire",1168.29
"1345",9,1,234,2015,"Fire","High","High","Focal Majority","RAVG",NA,NA,"RAVG gap (value = 9) filled with 13x13 focal majority matrix.","Wildfire","Disturbance-Fire",0.81
"1346",6,9999,215,2015,"Fire","High","Increased Green","Focal Majority","MTBS",NA,NA,"MTBS gap (value = 6) filled with 13x13 focal majority matrix.","Wildfire","Disturbance-Fire",0.54
"1347",72,9999,712,2015,"Development","Medium","Medium","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Development causality likely, but could be other causality type than assigned (Image-based change detection pixels within Development LANDFIRE Events Geodatabase 500 m buffer).","Development","Disturbance-Not Fire",6.48
"1348",251,1,911,2015,"Development","High","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Development LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection or low confidence in severity assignment so default severity of low.","Development","Disturbance-Not Fire",22.59
"1349",22,1,411,2015,"Development","High","Low","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Development LANDFIRE Events Geodatabase polygon.","Development","Disturbance-Not Fire",1.98
"1350",1,1,721,2015,"Clearcut","Medium","Low","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Clearcut causality likely, but could be other causality type than assigned (Image-based change detection pixels within Clearcut LANDFIRE Events Geodatabase 500 m buffer).","Harvest","Disturbance-Not Fire",0.09
"1351",81468,9999,21,2016,"Fire","High","Unburned/Low","BARC",NA,NA,NA,"BARC mapped fire.","Wildfire","Disturbance-Fire",7332.12
"1352",5219,1,21,2016,"Fire","High","Unburned/Low","BARC",NA,NA,NA,"BARC mapped fire.","Wildfire","Disturbance-Fire",469.71
"1353",18980,9999,22,2016,"Fire","High","Low","BARC",NA,NA,NA,"BARC mapped fire.","Wildfire","Disturbance-Fire",1708.2
"1354",19646,1,23,2016,"Fire","High","Medium","BARC",NA,NA,NA,"BARC mapped fire.","Wildfire","Disturbance-Fire",1768.14
"1355",16422,1,22,2016,"Fire","High","Low","BARC",NA,NA,NA,"BARC mapped fire.","Wildfire","Disturbance-Fire",1477.98
"1356",896,9999,23,2016,"Fire","High","Medium","BARC",NA,NA,NA,"BARC mapped fire.","Wildfire","Disturbance-Fire",80.64
"1357",4853,1,24,2016,"Fire","High","High","BARC",NA,NA,NA,"BARC mapped fire.","Wildfire","Disturbance-Fire",436.77
"1358",22,9999,24,2016,"Fire","High","High","BARC",NA,NA,NA,"BARC mapped fire.","Wildfire","Disturbance-Fire",1.98
"1359",1711277,9999,701,2016,"Unknown",NA,"Low","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance.  Anthropogenic causality likely, but unknown (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status GAP Status equals 3 or 4).","Unknown","Disturbance-Not Fire",154014.93
"1360",473132,9999,703,2016,"Unknown",NA,"High","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance.  Anthropogenic causality likely, but unknown (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status GAP Status equals 3 or 4).","Unknown","Disturbance-Not Fire",42581.88
"1361",377124,9999,702,2016,"Unknown",NA,"Medium","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance.  Anthropogenic causality likely, but unknown (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status GAP Status equals 3 or 4).","Unknown","Disturbance-Not Fire",33941.16
"1362",15434479,9999,1101,2016,"Unknown",NA,"Low","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0).","Unknown","Disturbance-Not Fire",1389103.11
"1363",6218380,9999,1103,2016,"Unknown",NA,"High","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0).","Unknown","Disturbance-Not Fire",559654.2
"1364",4452692,9999,1102,2016,"Unknown",NA,"Medium","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0).","Unknown","Disturbance-Not Fire",400742.28
"1365",132303,1,1103,2016,"Unknown",NA,"High","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0).","Unknown","Disturbance-Not Fire",11907.27
"1366",321346,1,1113,2016,"Unknown",NA,"High","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)","Burned Area Essential Climate Product","Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%).","Unknown","Disturbance-Not Fire",28921.14
"1367",221446,1,1112,2016,"Unknown",NA,"Medium","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)","Burned Area Essential Climate Product","Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%).","Unknown","Disturbance-Not Fire",19930.14
"1368",3404656,1,1111,2016,"Unknown",NA,"Low","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)","Burned Area Essential Climate Product","Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%).","Unknown","Disturbance-Not Fire",306419.04
"1369",394517,9999,601,2016,"Unknown",NA,"Low","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance.  Anthropogenic causality not expected (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 1 or 2).","Unknown","Disturbance-Not Fire",35506.53
"1370",93658,9999,602,2016,"Unknown",NA,"Medium","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance.  Anthropogenic causality not expected (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 1 or 2).","Unknown","Disturbance-Not Fire",8429.22
"1371",102493,9999,603,2016,"Unknown",NA,"High","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance.  Anthropogenic causality not expected (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 1 or 2).","Unknown","Disturbance-Not Fire",9224.37
"1372",64427,1,701,2016,"Unknown",NA,"Low","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance.  Anthropogenic causality likely, but unknown (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status GAP Status equals 3 or 4).","Unknown","Disturbance-Not Fire",5798.43
"1373",987079,9999,941,2016,"Thinning","High","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Thinning LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection so default severity of low","Thinning","Disturbance-Not Fire",88837.11
"1374",639255,9999,441,2016,"Thinning","High","Low","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Thinning LANDFIRE Events Geodatabase polygon.","Thinning","Disturbance-Not Fire",57532.95
"1375",53044,9999,741,2016,"Thinning","Medium","Low","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Thinning causality likely, but could be other causality type than assigned (Image-based change detection pixels within Thinning LANDFIRE Events Geodatabase 500 m buffer).","Thinning","Disturbance-Not Fire",4773.96
"1376",12932,9999,743,2016,"Thinning","Medium","High","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Thinning causality likely, but could be other causality type than assigned (Image-based change detection pixels within Thinning LANDFIRE Events Geodatabase 500 m buffer).","Thinning","Disturbance-Not Fire",1163.88
"1377",13178,9999,742,2016,"Thinning","Medium","Medium","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Thinning causality likely, but could be other causality type than assigned (Image-based change detection pixels within Thinning LANDFIRE Events Geodatabase 500 m buffer).","Thinning","Disturbance-Not Fire",1186.02
"1378",72133,9999,443,2016,"Thinning","High","High","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Thinning LANDFIRE Events Geodatabase polygon.","Thinning","Disturbance-Not Fire",6491.97
"1379",80631,9999,442,2016,"Thinning","High","Medium","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Thinning LANDFIRE Events Geodatabase polygon.","Thinning","Disturbance-Not Fire",7256.79
"1380",3245741,9999,991,2016,"Prescribed Fire","High","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Prescribed Fire LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection so default severity of low","Prescribed Fire","Disturbance-Fire",292116.69
"1381",577235,1,991,2016,"Prescribed Fire","High","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Prescribed Fire LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection so default severity of low","Prescribed Fire","Disturbance-Fire",51951.15
"1382",1282296,9999,491,2016,"Prescribed Fire","High","Low","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Prescribed Fire LANDFIRE Events Geodatabase polygon.","Prescribed Fire","Disturbance-Fire",115406.64
"1383",658981,9999,1111,2016,"Unknown",NA,"Low","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)","Burned Area Essential Climate Product","Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%).","Unknown","Disturbance-Not Fire",59308.29
"1384",109566,9999,1113,2016,"Unknown",NA,"High","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)","Burned Area Essential Climate Product","Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%).","Unknown","Disturbance-Not Fire",9860.94
"1385",62550,9999,1112,2016,"Unknown",NA,"Medium","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)","Burned Area Essential Climate Product","Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%).","Unknown","Disturbance-Not Fire",5629.5
"1386",17858,1,702,2016,"Unknown",NA,"Medium","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance.  Anthropogenic causality likely, but unknown (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status GAP Status equals 3 or 4).","Unknown","Disturbance-Not Fire",1607.22
"1387",15572,1,703,2016,"Unknown",NA,"High","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance.  Anthropogenic causality likely, but unknown (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status GAP Status equals 3 or 4).","Unknown","Disturbance-Not Fire",1401.48
"1388",81047,1,1102,2016,"Unknown",NA,"Medium","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0).","Unknown","Disturbance-Not Fire",7294.23
"1389",195196,1,1101,2016,"Unknown",NA,"Low","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500 m buffer, PAD GAP Status equals 0).","Unknown","Disturbance-Not Fire",17567.64
"1390",1225349,9999,961,2016,"Other Mechanical","High","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Other Mechanical LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection so default severity of low","Mechanical","Disturbance-Not Fire",110281.41
"1391",567266,9999,461,2016,"Other Mechanical","High","Low","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Other Mechanical LANDFIRE Events Geodatabase polygon.","Mechanical","Disturbance-Not Fire",51053.94
"1392",35209,1,971,2016,"Wildfire","High","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Wildfire LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection so default severity of low","Wildfire","Disturbance-Fire",3168.81
"1393",44359,1,472,2016,"Wildfire","High","Medium","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildfire LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",3992.31
"1394",362323,9999,471,2016,"Wildfire","High","Low","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildfire LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",32609.07
"1395",111271,1,471,2016,"Wildfire","High","Low","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildfire LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",10014.39
"1396",57966,1,473,2016,"Wildfire","High","High","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildfire LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",5216.94
"1397",387251,9999,971,2016,"Wildfire","High","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Wildfire LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection so default severity of low","Wildfire","Disturbance-Fire",34852.59
"1398",57221,9999,472,2016,"Wildfire","High","Medium","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildfire LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",5149.89
"1399",140671,9999,473,2016,"Wildfire","High","High","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildfire LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",12660.39
"1400",175408,9999,501,2016,"Wildland Fire","High","Low","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildland Fire LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",15786.72
"1401",284974,9999,1001,2016,"Wildland Fire","High","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Wildland Fire LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection so default severity of low","Wildfire","Disturbance-Fire",25647.66
"1402",23766,9999,502,2016,"Wildland Fire","High","Medium","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildland Fire LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",2138.94
"1403",15608,9999,503,2016,"Wildland Fire","High","High","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildland Fire LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",1404.72
"1404",8222,9999,801,2016,"Wildland Fire","Medium","Low","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Wildland Fire causality likely, but could be other causality type than assigned (Image-based change detection pixels within Wildland Fire LANDFIRE Events Geodatabase 500 m buffer).","Wildfire","Disturbance-Fire",739.98
"1405",126042,1,501,2016,"Wildland Fire","High","Low","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildland Fire LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",11343.78
"1406",53172,1,503,2016,"Wildland Fire","High","High","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildland Fire LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",4785.48
"1407",33352,1,502,2016,"Wildland Fire","High","Medium","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Wildland Fire LANDFIRE Events Geodatabase polygon.","Wildfire","Disturbance-Fire",3001.68
"1408",932,1,802,2016,"Wildland Fire","Medium","Medium","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Wildland Fire causality likely, but could be other causality type than assigned (Image-based change detection pixels within Wildland Fire LANDFIRE Events Geodatabase 500 m buffer).","Wildfire","Disturbance-Fire",83.88
"1409",1276,9999,802,2016,"Wildland Fire","Medium","Medium","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Wildland Fire causality likely, but could be other causality type than assigned (Image-based change detection pixels within Wildland Fire LANDFIRE Events Geodatabase 500 m buffer).","Wildfire","Disturbance-Fire",114.84
"1410",1762,9999,803,2016,"Wildland Fire","Medium","High","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Wildland Fire causality likely, but could be other causality type than assigned (Image-based change detection pixels within Wildland Fire LANDFIRE Events Geodatabase 500 m buffer).","Wildfire","Disturbance-Fire",158.58
"1411",1496,1,803,2016,"Wildland Fire","Medium","High","Image-based change detection","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,"Wildland Fire causality likely, but could be other causality type than assigned (Image-based change detection pixels within Wildland Fire LANDFIRE Events Geodatabase 500 m buffer).","Wildfire","Disturbance-Fire",134.64
"1412",56456,1,1133,2016,"Unknown",NA,"High","Image-based change detection","Protected Area Database GAP Status","dNBR (Std Dev Breaks)","Burned Area Essential Climate Product","Image-based change detection identified change (outside LANDFIRE Events Geodatabase 500m buffer, PAD GAP Status equals 3 or 4).  Burned Area Essential Climate Variable (BAECV) indicates burned condition (BAECV >=  95%).","Unknown","Disturbance-Not Fire",5081.04
"1413",41613,1,1001,2016,"Wildland Fire","High","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Wildland Fire LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection so default severity of low","Wildfire","Disturbance-Fire",3745.17
"1414",108882,9999,492,2016,"Prescribed Fire","High","Medium","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Prescribed Fire LANDFIRE Events Geodatabase polygon.","Prescribed Fire","Disturbance-Fire",9799.38
"1415",67160,9999,493,2016,"Prescribed Fire","High","High","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Prescribed Fire LANDFIRE Events Geodatabase polygon.","Prescribed Fire","Disturbance-Fire",6044.4
"1416",206895,9999,431,2016,"Harvest","High","Low","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Harvest LANDFIRE Events Geodatabase polygon.","Harvest","Disturbance-Not Fire",18620.55
"1417",39780,9999,432,2016,"Harvest","High","Medium","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Harvest LANDFIRE Events Geodatabase polygon.","Harvest","Disturbance-Not Fire",3580.2
"1418",38756,9999,433,2016,"Harvest","High","High","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Harvest LANDFIRE Events Geodatabase polygon.","Harvest","Disturbance-Not Fire",3488.04
"1419",301869,9999,931,2016,"Harvest","High","Low","LANDFIRE Events Geodatabase","dNBR (Std Dev Breaks)",NA,NA,"Harvest LANDFIRE Events Geodatabase polygon. No change from Landsat image-based change detection so default severity of low","Harvest","Disturbance-Not Fire",27168.21
"1420",375899,1,491,2016,"Prescribed Fire","High","Low","LANDFIRE Events Geodatabase","Image-based change detection","dNBR (Std Dev Breaks)",NA,"Image-based change detection identified disturbance within Prescribed Fire LANDFIRE Events Geodatabase polygon.","Prescribed Fire","Disturbance-Fire",33830.91
